id,title,abstract,agent1-rater1,agent1-rater2,agent1-rater3,agent2-rater1,agent2-rater2,agent2-rater3,agent3-rater1,agent3-rater2,agent3-rater3,reviewer1,reviewer2,gold standard
#3990,Comparison of laser acupuncture and metoclopramide in PONV prevention in children,"BACKGROUND: Postoperative nausea and vomiting (PONV) are frequent side effects of general anesthesia in children. The aim of this study was to compare the effectiveness of laser acupuncture with metoclopramide in prevention of PONV in children after sevoflurane anesthesia. METHODS: A total of 120 children ASA I and II, scheduled for hernia repair, circumcision or orchidopexy were randomly assigned into three groups: group I, received laser acupuncture on P6 point and saline infusion; group II, metoclopramide 0.1 mg.kg(-1) i.v. and sham laser; group III had sham laser and saline infusion. Anesthesia was maintained with sevoflurane and N(2)O/O(2). Patients were monitored for any symptoms of retching and vomiting at 2, 6 and 24 h postoperatively. RESULTS: The incidence of vomiting was higher in the control group in the first 2 h postoperatively (P < 0.001), compared with the other groups. There was no statistically significant difference between acupuncture and metoclopramide groups in occurrence and timing of vomiting (P < 0.001). CONCLUSION: Laser acupuncture is equally effective as metoclopramide in preventing PONV in children.",No,No,No,Yes,Yes,Yes,No,No,No,No,No,No
#3991,Transcutaneous electrical acupoint stimulation for preventing postoperative nausea and vomiting after laparoscopic surgery: A meta-analysis,"BACKGROUND: Postoperative nausea and vomiting (PONV) is a common adverse event after general surgery. This study aimed to examine the effectiveness and safety of transcutaneous electrical acupoint stimulation (TEAS) for the prevention of nausea and vomiting after laparoscopic surgery. METHOD: The Cochrane Library, Pubmed, Embase, and Web of Science databases were accessed from inception to 23 January 2024. The incidence of PONV was the primary outcome measure. The required information size (RIS) of each outcome was estimated by Trial sequential analysis (TSA). The RoB 2.0 tool was used to assess the risk of bias and GRADE to assess the quality of evidence. RESULTS: Seventeen RCTs including 3698 participants were included. In comparison to the control group, TEAS reduced the incidence of PONV (13 trials, n = 3310; RR, 0.56; 95% CI, 0.46-0.67; I(2) = 64%; p < 0.01; RIS = 1100), with the level of evidence graded as low. TEAS reduced the incidence of PON (9 trials, n = 2762; RR, 0.64; 95% CI, 0.52-0.79; I(2) = 57%, p < 0.01; RIS = 1595), and was also associated with a lower incidence of POV (9 trials, n = 2797; RR, 0.53; 95% CI, 0.45-0.63; I(2) = 0%, p < 0.01; RIS = 773). CONCLUSION: The current meta-analysis and TSA provide reliable evidence that TEAS is an effective and safe method to prevent PONV. It may reduce the workload of nursing professionals, alleviate emotional stress, and decrease exposure risk. Adverse events related to TEAS were mild. CLINICAL RELEVANCE: Nurses can incorporate TEAS into the rehabilitation nursing of patients experiencing PONV.",No,No,No,No,No,No,No,No,No,No,No,No
#3997,Dexamethasone alone vs in combination with transcutaneous electrical acupoint stimulation or tropisetron for prevention of postoperative nausea and vomiting in gynaecological patients undergoing laparoscopic surgery,"BACKGROUND: Postoperative nausea and vomiting (PONV) is commonly reported after surgery and anaesthesia. We compared the effects of combinations of electrical acupoint stimulation or tropisetron with dexamethasone with the effects of dexamethasone alone, for inhibition of PONV in gynaecological patients undergoing laparoscopic surgery. METHODS: We randomized 157 patients undergoing elective gynaecological laparoscopic surgery under general anaesthesia into the following three groups: acupoint stimulation+dexamethasone (Group Acu, n=53), tropisetron+dexamethasone (Group Trp, n=53), and dexamethasone alone (Group Dxm, n=51). The incidence of nausea, vomiting, and need for rescue antiemetics was recorded 2, 6, 24, and 48 h after surgery. RESULTS: We found significant differences in the incidence of PONV during 24 h after surgery between the combination therapy groups and the dexamethasone-alone group (P=0.021). In the first 24 h, 28% of patients in Group Acu, 26% of patients in Group Trp, and 50% of patients in Group Dxm experienced nausea, vomiting, or both. The incidence of 24 h PONV in Group Acu was significantly lower than that in Group Dxm (P=0.048; odds ratio 0.389; 95% CI 0.170-0.891). The incidence of 24 h PONV in Group Trp was also significantly lower than that in Group Dxm (P=0.042; odds ratio 0.359; 95% CI 0.157-0.819). There was no significant difference between Group Acu and Group Trp (P=0.857). The need for antiemetic rescue medication was similar in the three groups. All groups expressed similar patient satisfaction. CONCLUSIONS: Combined with dexamethasone, electrical acupoint stimulation or tropisetron is more effective in PONV prophylaxis than dexamethasone alone in gynaecological patients undergoing laparoscopic surgery. CLINICAL TRIAL REGISTRATION: NCT 02096835.",No,No,No,Yes,Yes,Yes,No,No,No,No,No,No
#4015,"Acupuncture in posttonsillectomy pain : A prospective, double-blinded, randomized, controlled trial","BACKGROUND: Postoperative swallowing pain is one of the most unpleasant after-effects of tonsillectomy. During recent years, the demand for alternatives to drug-based pain therapy has continued to grow, although the topic has received little research attention until now. MATERIALS AND METHODS: A total of 46 patients were randomized into verum acupuncture, control acupuncture, and drug-based treatment groups. All patients received nonsteroidal antirheumatic drugs (NSAIDs). One hour after drug intake, the verum group also received acupuncture according to classical acupuncture rules (S34, S44 and PC5). The control group had acupuncture needles placed at nonspecific acupuncture points in the midaxillary line. Acupuncture was performed by a blinded acupuncturist, who had learnt exclusively these techniques in the run up to the study. Patients were asked to evaluate their pain before, and at intervals of 20 min, 1 h, 2 h, and 3 h after drug intake/acupuncture treatment using a visual analog scale (VAS). RESULTS: The analgesic effect of acupuncture was significant up to 3 hours in the verum group (p < 0.05). The analgesic effect in the control acupuncture group was significant for up to 1 h after acupuncture (p < 0.05). With reference to the time point before acupuncture, the differences between both acupuncture groups and the drug group were significant (p < 0.01) over the whole time. CONCLUSION: Acupuncture is an effective complement to NSAIDs in the treatment of posttonsillectomy pain. Particularly patients with allergies, drug intolerance, or reduced response to the commonly administered drugs may benefit from acupuncture.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
#4036,Effects of moxibustion on cognition and activities of daily living in post-stroke cognitive impairment: A systematic review and meta-analysis of randomized controlled trials,"BACKGROUND: Post-stroke cognitive impairment (PSCI) imposes a huge burden on patients and society as a whole; however, unequivocally effective treatments for PSCI are still lacking. Therefore, the exploration of effective and safe non-pharmacological treatment modalities for PSCI is a key imperative. Moxibustion has been widely used for cognitive rehabilitation; however, there is a paucity of systematic reviews of the available evidence. Therefore, we conducted a systematic review and meta-analysis of randomized controlled trials (RCTs) that investigated the effectiveness of moxibustion for treatment of PSCI to provide evidence base for the treatment of PSCI with moxibustion. OBJECTIVE: To evaluate the efficacy of moxibustion in improving cognitive function and activities of daily living (ADLs) in patients with PSCI. DESIGN: Systematic review and meta-analysis of RCTs. PARTICIPANTS: Patients with a clinical diagnosis of PSCI. REVIEW METHODS: Relevant studies published in English or Chinese were retrieved from ten databases until December 2021. RCTs that assessed the efficacy of moxibustion on cognitive functioning and ADL in patients with PSCI were included. Two reviewers independently identified the trials and extracted the data. Risk-of-bias was assessed using the Cochrane Risk of Bias Tool. Cochrane's Review Manager (RevMan 5.4) software was used for the meta-analysis. RESULTS: Eighteen RCTs (1290 participants) qualified the inclusion criteria and were included. Compared with the control group, the addition of moxibustion significantly improved the cognitive function, evaluated using the Montreal Cognitive Assessment (MoCA) [pooled mean difference (MD): 2.27, 95% CI: 1.98, 2.55, I(2)  = 22%]. The pooled MD of Mini-Mental State Examination (MMSE) score was 1.85 (95% CI: 1.56, 2.15, I(2)  = 26%), and the pooled odds ratios (OR) total effective rate was 4.74 (95% CI: 2.55, 8.80, I(2)  = 0%) (p < 0.05 for all). Moxibustion also significantly improved ADL, assessed using Modified Barthel Index (MBI) (pooled MD = 4.10, 95% CI: 2.10 to 6.10, I(2)  = 0%) and Barthel Index (pooled MD: 8.63, 95% CI: 7.47, 9.79, I(2)  = 5%) (p < 0.05 for all). CONCLUSIONS: Compared with control group, the addition of moxibustion significantly improved the cognition and ADL of patients with PSCI. CLINICAL RELEVANCE: Nurses can incorporate moxibustion into the rehabilitation nursing of PSCI.",No,No,No,No,No,No,No,No,No,No,No,No
#4052,Effectiveness and safety of acupuncture in post-stroke depression (PSD): Protocol for a Bayesian analysis,"BACKGROUND: Post-stroke depression (PSD) is the most common emotional problem after stroke. It can lower the quality of life and increase the recurrence and mortality. Pharmacological agents have been shown to treat PSD. However, the benefits of pharmacotherapy are debatable and the side-effects are significant. More and more clinical trials suggest that acupuncture plays an important role in patients with PSD. The primary purposes of the study are to conduct a Bayesian analysis of randomized trials to determine the effect of acupuncture and investigate the effect of several acupuncture therapies on PSD. METHODS: We will retrieve articles from 5 English databases [PubMed, Web of Science, EMBASE, the Cochrane Central Register of Controlled Trials, and WHO International Clinical Trials Registry (TCTRP)] and 4 Chinese databases [Chinese National Knowledge Infrastructure (CNKI), Chinese VIP Information, Wanfang Database, and Chinese Biomedical Literature Database (CBM)]. The publication period will be from inception to January 2019. All randomized controlled trials that evaluate the safety and efficacy of acupuncture on PSD will be included. The primary outcomes will be the change in the degree of depression as measured by the Hamilton Depression Scale and Beck Depression Inventory. Two reviewers will separately extract the data and assess the risk of bias by using the Cochrane Collaboration's risk of bias tool. Bayesian analysis will be conducted to pool the effects of several acupunctures. The ranking probabilities for several acupunctures (simple acupuncture, fire needle, warm acupuncture, auriculo-acupuncture, or electroacupuncture) will be estimated by the surface under the cumulative ranking curve. RESULT: This study will provide reliable evidence for acupuncture on PSD. CONCLUSION: The results of this review will introduce a safe and effective treatment and provide reliable evidence to evaluate the effectiveness of several acupuncture therapies on PSD. TRIAL REGISTRATION NUMBER: CRD42019132725.",No,No,Yes,No,No,No,No,No,No,No,No,No
#4102,Acupuncture for premature ejaculation: Protocol for a systematic review,"BACKGROUND: Premature ejaculation is a common sexual dysfunction disease in adult males. It can be divided into primary and secondary premature ejaculation. Acupuncture is widely used in the treatment of premature ejaculation in China. There are many clinical trials confirmed that acupuncture can prolong the ejaculation latency in the vagina. We aim to use a meta-analysis to evaluate the efficacy and safety of acupuncture for premature ejaculation. METHOD: We will systematically search all randomized controlled trials (RCTs) by electronic and manual search, until June 31, 2018. Electronic retrieval of the database includes Medline, EMBASE, the Cumulative Index to Nursing and Allied Health Literature, Allied and Complementary Medicine Database, the Cochrane Library, the Chinese BioMedical Literature Database, the China National Knowledge Infrastructure (CNKI), the China Science and Technology Journal database (VIP), and the Wanfang database. Manual search will retrieve gray literature, including unpublished conference articles. The primary outcomes include the Intravaginal Ejaculatory Latency Time (IELT). At the same time, Premature Ejaculation Diagnostic Tool (PEDT), Arabic index of Premature Ejaculation (AIPE), Index of Premature Ejaculation (IPE) will be the secondary outcomes. Two reviewers will independently read the articles, extract the data information, and give the assessment of risk of bias. Data analysis will be used the special software like RevMan (version 5.3) and EndNote X7. ETHICS AND DISSEMINATION: This systematic review will evaluate the efficacy and safety of acupuncture for premature ejaculation. This review does not require ethical approval and will be reported in a peer-reviewed journal. PROSPERO REGISTRATION NUMBER: PROSPERO CRD42018092783.",No,No,Yes,No,No,No,No,No,No,No,No,No
#4123,"Treatments of pelvic girdle pain in pregnant women: adverse effects of standard treatment, acupuncture and stabilising exercises on the pregnancy, mother, delivery and the fetus/neonate","BACKGROUND: Previous publications indicate that acupuncture is efficient for the treatment of pelvic girdle pain, PGP, in pregnant women. However, the use of acupuncture for PGP is rare due to insufficient documentation of adverse effects of this treatment in this specific condition. The aim of the present work was to assess adverse effects of acupuncture on the pregnancy, mother, delivery and the fetus/neonate in comparison with women that received stabilising exercises as adjunct to standard treatment or standard treatment alone. METHODS: In all, 386 women with PGP entered this controlled, single-blind trial. They were randomly assigned to standard treatment plus acupuncture (n = 125), standard treatment plus specific stabilising exercises (n = 131) or to standard treatment alone (n = 130) for 6 weeks. Acupuncture that may be considered strong was used and treatment was started as early as in the second trimester of pregnancy. Adverse effects were recorded during treatment and throughout the pregnancy. Influence on the fetus was measured with cardiotocography (CTG) before-during and after 43 acupuncture sessions in 43 women. A standardised computerized method to analyze the CTG reading numerically (Oxford 8000, Oxford, England) was used. After treatment, the women rated their overall experience of the treatment and listed adverse events if any in a questionnaire. Data of analgesia and oxytocin augmentation during labour, duration of labour, frequency of preterm birth, operative delivery, Apgar score, cord-blood gas/acid base balance and birth weight were also recorded. RESULTS: There were no serious adverse events after any of the treatments. Minor adverse events were common in the acupuncture group but women rated acupuncture favourably even despite this. The computerized or visually assessed CTG analyses of antenatal recordings in connection with acupuncture were all normal. CONCLUSION: This study shows that acupuncture administered with a stimulation that may be considered strong led to minor adverse complaints from the mothers but had no observable severe adverse influences on the pregnancy, mother, delivery or the fetus/neonate.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
#4126,"The efficacy and safety study of electro-acupuncture for severe chronic functional constipation: study protocol for a multicenter, randomized, controlled trial","BACKGROUND: Previous research has shown that electro-acupuncture (EA) may be effective for functional constipation. We report a protocol for a randomized controlled trial using EA to confirm the efficacy and safety for severe chronic functional constipation. METHODS/DESIGN: This is a randomized, controlled trial. A total of 1,034 patients will be randomly allocated into the EA group (n=517) and the sham EA group (n=517). The EA group receives needling at ST25, SP14 and ST37 and the sham EA group receives needling at sham ST25, SP14 and ST37. The primary outcome measure is the changed number of weekly average complete spontaneous bowel movements(CSBMs) during 8 weeks of treatment, compared with baseline. The secondary outcome measures are: 1) the proportion of participants having three or more CSBMs on average per week; 2) the changed number of weekly average CSBMs during weeks 9 to 20; 3) the changed number of weekly average spontaneous bowel movements during 8 weeks of treatment; 4) stool consistency; 5) degree of difficulty in defecation; 6) patient assessment of constipation quality of life questionnaire (PAC-QOL); 7) incidence of adverse events; and 8) usage of medicine for constipation. DISCUSSION: This trial will evaluate the efficacy and safety of EA for severe chronic functional constipation. TRIAL REGISTRATION: Protocol Registration System of ClinicalTrial.gov, NCT01726504.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#4130,Auricular acupuncture for migraine: A systematic review protocol,"BACKGROUND: Previous reviews indicate that the effect of auricular acupuncture on migraine. However, a systematic review is not available. Therefore, this protocol was conducted to evaluate the efficacy and safety of auricular acupuncture on migraine, by conducting a systematic review and meta-analysis. METHODS: The following databases will be searched from their inception to October 2019: Chinese National Knowledge Infrastructure (CNKI), Chinese Biomedical Literature Database (CBM), Wan Fang Database, the Chongqing VIP Chinese Science and Technology Periodical Database (VIP), Cochrane Library, EMBASE, EBSCO, PubMed. The randomized controlled trials (RCTs) in English or Chinese associated with auricular acupuncture for migraines will be included. Eligible study conference abstracts and reference lists of manuscripts will be searched. The data collection and analysis will be conducted independently by 2 reviewers. Meta-analysis will be performed using Rev Man V.5.3.5 statistical software. RESULTS: This systematic review will be conducted to evaluate the efficacy and safety of auricular acupuncture in the treatment of migraine. Therefore, auricular acupuncture in the treatment of migraine needs to be further clarified. CONCLUSIONS: In summary, this review will determine whether the impact of auricular acupuncture for intelligence on the treatment of migraines. A better approach may be established for migraine base on this review. It provides reliable evidence for its extensive application. ETHICS AND DISSEMINATION: The private information from individuals will not publish. This systematic review also will not involve endangering participant rights. Ethical approval is not available. The results may be published in a peer-reviewed journal or disseminated in relevant conferences. OSF REGISTRATION NUMBER: DOI 10.17605/OSF.IO/7ZR8Q.",No,No,No,No,No,No,No,No,No,No,No,No
#4135,Altered functional brain activity in first-episode major depressive disorder treated with electro-acupuncture: A resting-state functional magnetic resonance imaging study,"BACKGROUND: Previous studies have found electroacupuncture could improve the clinical symptoms of first-episode major depressive disorder (MDD), but the exact neural mechanism of action needs to be further elucidated. METHODS: Twenty-eight first-episode MDD patients were randomly divided into 14 electro-acupuncture stimulation (EAS) groups and 14 sham-acupuncture stimulation (SAS) groups, and clinical symptoms were assessed and functional magnetic resonance imaging (fMRI) scans were done in both groups. Amplitude of low-frequency fluctuations (ALFF) was used to observe the changes between the pre-treatment and post-treatment in the two groups, and the altered brain areas were selected as region of interest (ROI) to observe the FC changes. Meanwhile, the correlation between the altered clinical symptoms and the altered ALFF and FC of brain regions in the two groups was analyzed. RESULTS: The EAS significantly decreased the HAMD-24 and HAMA-14 scores of MDD than SAS group. The imaging results revealed that both groups were able to increase the ALFF of the left middle temporal gyrus and the left cerebellar posterior lobe. When using the left middle temporal gyrus and the left posterior cerebellar lobe as ROIs, EAS group increased the FC between the left middle temporal gyrus with the left superior frontal gyrus, the left middle frontal gyrus, and the left hippocampus, and decreased the FC between the left posterior cerebellar lobe and the left calcarine gyrus, while SAS group only increased the FC between the left middle temporal gyrus with the left superior frontal gyrus. The alternations in clinical symptoms after EAS treatment were positively correlated with the altered ALFF values in the left middle temporal gyrus and the altered FC values in the left middle temporal gyrus and the left middle frontal gyrus. CONCLUSION: EA demonstrates modulation of functional activity in the default mode network (DMN), sensorimotor network (SMN), cognitive control network (CCN), limbic system, and visual network (VN) for the treatment of the first-episode MDD. Our findings contribute to the neuroimaging evidence for the efficacy of EAS.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
#4153,Acupuncture for dry eye: a multicentre randomised controlled trial with active comparison intervention (artificial tear drop) using a mixed method approach protocol,"BACKGROUND: Previous studies of acupuncture show favourable results for both subjective and objective outcomes of dry eye. However, firm conclusions could not be drawn from these studies because the quality of the trials was too low to establish concrete evidence. Therefore, this study was designed both to avoid the flaws of the existing trials and to assess the effectiveness, cost-effectiveness and qualitative characteristics of acupuncture treatment for dry eye. METHODS/DESIGN: One hundred fifty participants with dry eye will be recruited into three independent hospitals from different areas: Korea Institute of Oriental Medicine, DongGuk University Ilsan Oriental Hospital and Dongshin University Gwangju Oriental Hospital. The number of participants required was calculated from the data of a previous, relevant study. These patients will be randomly allocated into acupuncture treatment or artificial tear groups. Either 17 acupuncture points (bilateral BL2, GB14, TE 23, Ex1, ST1, GB20, LI4, LI11 and single GV23) will be used 3 times a week or disposable artificial tear drops (Refresh Plus®, ALLERGAN) will be provided for use at least once a day for 4 weeks. The ocular surface disease index (OSDI), tear film break-up time (TFBUT), Schirmer I test, visual analogue scale (VAS) for self-assessment of ocular discomfort, general assessment (by both acupuncture practitioners and participants) and quality of life (QOL) through the Measure Yourself Medical Outcome Profile-2 (MYMOP-2) will be assessed for approximately 3-months for each study participant. In addition, qualitative study and cost-effectiveness of acupuncture treatment will be conducted. TRIAL REGISTRATION: ClinicalTrials.gov (Identifier: NCT01105221).",Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No
#4182,Acupuncture for dysmenorrhoea,"BACKGROUND: Primary dysmenorrhoea is the most common form of period pain and affects up to three-quarters of women at some stage of their reproductive life. Primary dysmenorrhoea is pain in the absence of any organic cause and is characterised by cramping pain in the lower abdomen, starting within the first eight to 72 hours of menstruation.This review examines the currently available evidence supporting the use of acupuncture (stimulation of points on the body using needles) and acupressure (stimulation of points on the body using pressure) to treat primary dysmenorrhoea. OBJECTIVES: To determine the effectiveness and safety of acupuncture and acupressure in the treatment of primary dysmenorrhoea when compared with a placebo, no treatment, or conventional medical treatment. SEARCH METHODS: We searched the following databases: the Cochrane Menstrual Disorders and Subfertility Group Trials Register (to September 2015), Cochrane Central Register of Controlled Trials (CENTRAL) (the Cochrane Library), MEDLINE, EMBASE, PsycINFO, CINAHL and Chinese databases including Chinese Biomedical Literature Database (CBM), China National Knowledge Infrastructure (CNKI), VIP database and registers of ongoing trials. SELECTION CRITERIA: We included all published and unpublished randomised controlled trials (RCTs) comparing acupuncture with sham acupuncture or placebo control, usual care, pharmacological treatment or no treatment. We included the following modes of treatment: acupuncture, electro-acupuncture, and acupressure. Participants were women of reproductive age with primary dysmenorrhoea during the majority of the menstrual cycles or for three consecutive menstrual cycles, and moderate to severe symptoms. DATA COLLECTION AND ANALYSIS: We calculated odds ratios (ORs) for dichotomous outcomes and mean differences (MDs) or standardised mean differences (SMDs) for continuous outcomes, with 95% confidence intervals (CIs). We pooled the data where appropriate. Our primary outcomes was pain. Secondary outcomes included menstrual symptoms, quality of life, and adverse effects. MAIN RESULTS: We included 42 RCTs (4640 women). Acupuncture or acupressure was compared with a sham/placebo group, medication, no treatment or other treatment. Many of the continuous data were not suitable for calculation of means, mainly due to evidence of skew.1. Acupuncture studies Acupuncture versus sham or placebo control (6 RCTs)Findings were inconsistent and inconclusive. However, the only study in the review that was at low risk of bias in all domains found no evidence of a difference between the groups at three, six or 12 months. The overall quality of the evidence was low. No studies reported adverse events. Acupuncture versus NSAIDs Seven studies reported visual analogue scale (VAS) pain scores, but were unsuitable for pooling due to extreme heterogeneity (I² = 94%). In all studies the scores were lower in the acupuncture group, with the mean difference varying across studies from 0.64 to 4 points on a VAS 0 - 10 scale (low-quality evidence). Four RCTs reported rates of pain relief, and found a benefit for the acupuncture group (OR 4.99, 95% CI 2.82 to 8.82, 352 women, I² = 0%, low-quality evidence). Adverse events were less common in the acupuncture group (OR 0.10, 95% CI 0.02 to 0.44, 4 RCTs, 239 women, 4 trials, I² = 15%, low-quality evidence). Acupuncture versus no treatment Data were unsuitable for analysis, but pain scores were lower in the acupuncture group in all six studies reporting this outcome. The quality of the evidence was low. No studies reported adverse events.2. Acupressure studiesNo studies of acupressure reported adverse events. Acupressure versus sham or placebo controlData were unsuitable for pooling, but two studies reported a mean benefit of one to three points on a 0 - 10 VAS pain scale. Another four studies reported data unsuitable for analysis: all found that pain scores were lower in the acupuncture group. No studies reported adverse events. The quality of the evidence was low. Acupressure versus NSAIDsOne study reported this outcome, using a 0 - 3 pain scale. The score was higher (indicating more pain) in the acupressure group (MD 0.39 points, 95% CI 0.21 to 0.57, 136 women, very low-quality evidence). Acupressure versus no treatmentThere was no clear evidence of a difference between the groups on a VAS 0 - 10 pain scale (MD -0.96 points, 95% CI -2.54 to 0.62, 2 trials, 140 women, I² = 83%, very low-quality evidence). AUTHORS' CONCLUSIONS: There is insufficient evidence to demonstrate whether or not acupuncture or acupressure are effective in treating primary dysmenorrhoea, and for most comparisons no data were available on adverse events. The quality of the evidence was low or very low for all comparisons. The main limitations were risk of bias, poor reporting, inconsistency and risk of publication bias.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#4193,Efficacy and safety of acupuncture combined with Chinese herbal medicine in the treatment of primary liver cancer: A protocol for systematic review and meta-analysis,"BACKGROUND: Primary liver cancer (PLC) is a common cancer, and its morbidity and mortality are ranked 6th and 3rd in the world for malignant tumors, respectively. And this number is still on the rise, seriously endangering people's health. In recent years, acupuncture combined with Chinese herbal medicine have been widely used in the treatment of PLC, and there are few restrictions. However, we have not found a meta-analysis of their synergistic effects. Therefore, this systematic review and meta-analysis will evaluate the efficacy and acupuncture combined with Chinese herbal medicine in the treatment of primary liver cancer. METHOD: We will search the following databases from inception up to August 20, 2021: PubMed, Web of Science, Embase, AMED, Cochrane Library, CNKI, VIP, CBM, and Wanfang. There will be no restrictions regarding publication date or language. We will apply a combination of medical keywords and words, including ""acupuncture,"" ""Chinese herbal medicine"" and ""primary liver cancer"". Additionally, we will manually search all reference lists from relevant systematic reviews to find other eligible studies. We will use the random effects model in REVMAN v5.3 for meta-analysis. The study for acupuncture combined with Chinese herbal medicine in the treatment of PLC was a randomized controlled study. Two researchers will independently review the research selection, data extraction, and research quality assessments. Finally, we will observe the outcome measures. RESULTS: This study will provide evidence-based medical evidence for the treatment of PLC with a combination of acupuncture and Chinese herbal medicine, and provide new ideas and methods for the treatment of PLC.Registration number: INPLASY202180103.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#4232,The efficacy and safety of acupuncture for Ramsay Hunt syndrome: A protocol for systematic review,"BACKGROUND: Ramsay Hunt syndrome (RHS), also known as Hunt syndrome, is caused by varicella-zoster virus infection. The virus often invades the facial nerve geniculate ganglion to cause peripheral facial paralysis, accompanied by severe ear pain, auricular herpes zoster, tinnitus, deafness, vertigo, and other inner ear neurologic symptoms. The acupuncture has a long history as a traditional treatment of traditional Chinese medicine for the treatment of Hunt syndrome, with few adverse events and low cost. However, there are few evidences for the efficacy and safety of acupuncture for Hunt syndrome. Hence, we plan this systematic review and meta-analysis protocol to evaluate the efficacy and safety of acupuncture for Hunt syndrome. METHODS: Four English databases will be searched from their inception to February 2019, including Cochrane Library, PubMed, Embase, OVID, and 4 Chinese databases, including Chinese Biomedical Literature Database [CBM], China National Knowledge Infrastructure [CNKI], CQVIP, and Wanfang. No restriction was imposed for language or publication period. Randomized controlled clinical trials (RCTs) compared any form of acupuncture with/without additional treatment against sham or no treatment or same additional treatment. Data will be extracted and evaluated by 2 reviewers independently. RevMan 5.3 software will be used for data analysis when a meta-analysis is allowed. RESULTS: This systematic review and meta-analysis will provide an evidence of acupuncture for RHS. CONCLUSION: This study will determine whether acupuncture is an effective and safe intervention for RHS. PROSPERO registration number: CRD 42019118283.",No,No,No,No,No,No,No,No,No,No,No,No
#4234,Acupuncture in sham device controlled trials may not be as effective as acupuncture in the real world: a preliminary network meta-analysis of studies of acupuncture for hot flashes in menopausal women,"BACKGROUND: Randomised controlled trials of acupuncture performed using sham interventions to control for the placebo effect have mostly used two types of sham techniques: techniques with minimal insertion of acupuncture needles with no additional stimulation (shallow needling control) and techniques with sham acupuncture devices that do not penetrate the skin (sham device control). To achieve successful blinding, sham device controlled acupuncture trials also use the acupuncture base unit in the verum acupuncture group, but in the shallow needling control trials this is not necessary for the verum acupuncture treatment. OBJECTIVE: In this study, we analysed the estimated comparative effectiveness of these two verum acupuncture modalities in studies of acupuncture for menopausal hot flashes that used two types of sham control treatments. METHODS: We conducted a network meta-analysis that included randomised controlled trials of acupuncture for hot flashes. Electronic databases, including Medline, Embase, Cochrane Library and AMED, were searched through March 2017. Data were extracted using a predefined data extraction tool by two independent reviewers. The risk of bias was assessed using the Cochrane risk of bias tool for randomised controlled trials. A five-node network meta-analysis was conducted based on the frequentist framework. RESULTS: Eight studies were included in this review. From the network meta-analysis, we found that verum acupuncture in the shallow needling controlled trials was more effective than verum acupuncture in the sham device controlled trials (SMD -7.27, 95% CI-9.11 to -5.43). Significant heterogeneity and inconsistency were not observed among the included studies or the comparisons. CONCLUSIONS: From this preliminary analysis, we found that different types of verum acupuncture may have different effect sizes with respect to the severity of menopausal hot flashes.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#4238,CME Article: Perceptions of Acupuncture and Acupressure by Anesthesia Providers: A Quantitative Descriptive Study,"Background: Randomized controlled trials show that acupuncture and acupressure support anesthesia management by decreasing anxiety, opioid requirements, and treating post-operative nausea and vomiting. Acupuncture and acupressure have demonstrated clinical usefulness but have not yet diffused into mainstream anesthesia practice. To determine why, this study assessed U.S. anesthesia provider's perceptions of acupuncture and acupressure. Methods: After institutional review board approval, 96 anesthesiology departments stratified by geographic region (Northeast, South, West, and Midwest) and institution type (university medical centers, community hospitals, children's hospitals, and veterans affairs hospitals) were selected for participation in an anonymous, pretested, online survey. The target sample was 1728 providers, of whom 292 (54% anesthesiologists, 44% certified registered nurse anesthetists, 2% anesthesiologist assistants) responded, yielding an overall 17% response rate. Results: Spearman correlation coefficient revealed a statistically significant correlation between acupuncture and geographic region, with the West having the highest predisposition toward acupuncture use (r(s)  = 0.159, p = 0.007). Women are more likely to use acupuncture than men (r(s)  = -0.188; p = 0.002). A strong effect size exists between acupuncture and country of pre-anesthesia training (r(s)  = 1.00; 95% CI = 1.08, 1.16). Some providers have used acupuncture (27%) and acupressure (18%) with positive outcomes; however, the majority have not used these modalities, but would consider using them (54%, SD = 1.44 ; acupressure: 60%, SD = 1.32). Seventy-six percent of respondents would like acupuncture education and 74% would like acupressure education (SDs of 0.43 and 0.44, respectively). Conclusions: While most of the U.S. anesthesia providers in this survey have not used these modalities, they nevertheless report a favorable perception of acupuncture/acupressure's role as part of an anesthetic. This study adds to the body of acupuncture and acupressure research by providing insight into anesthesia providers' perceptions of these alternative medicine modalities.",No,No,No,No,No,No,No,No,No,No,No,No
