id,title,abstract
#4388,Effect of acupuncture on cognitive impairment induced by sleep deprivation in animal models: a preclinical systematic review and meta-analysis,"BACKGROUND: Sleep deprivation (SD) has been associated with cognitive deficits, mediated by mechanisms such as neuroinflammation and oxidative stress. Acupuncture, a core component of traditional Chinese medicine, has shown promise in mitigating SD-induced cognitive impairment. However, the effectiveness and underlying mechanisms of acupuncture need further validation through high-quality evidence. This study aims to evaluate the therapeutic effects and molecular mechanisms of acupuncture on cognitive impairment resulting from SD by conducting a systematic review and meta-analysis. METHODS: This study comprehensively searched eight databases for randomized controlled trials (RCTs) that examine the effects of acupuncture on SD-induced cognitive impairment. Primary outcomes were assessed using the Morris Water Maze (MWM), including measures of escape latency and time spent in the target quadrant. Secondary outcomes focused on molecular markers such as brain-derived neurotrophic factor (BDNF), tropomyosin receptor kinase B (TrkB), and indicators of oxidative stress. The risk of bias was evaluated using the SYRCLE tool, and data were analyzed using R software. Standardized mean differences (MD) and 95% confidence intervals (CIs) were calculated. RESULTS: Eight RCTs involving 222 rodents were analyzed. The findings indicate that acupuncture significantly improves cognitive performance in SD models, evidenced by increased platform crossings [MD = 1.67, 95% CI (1.42, 1.91)] and extended time in the target quadrant [MD = 8.54, 95% CI (6.35, 10.73)], along with reduced escape latency [MD = -8.33, 95% CI (-11.68, -4.99)]. Electroacupuncture (EA) was found to regulate the expression of BDNF and its receptor, TrkB, and to decrease oxidative stress markers such as malondialdehyde (MDA) while enhancing antioxidant activities, including those of superoxide dismutase (SOD). Manual acupuncture (MA) influenced apoptosis markers by decreasing Bax and increasing Bcl-2 expression. Despite these positive findings, the studies exhibited heterogeneity in intervention methods and variability in acupuncture techniques. CONCLUSION: This study preliminarily confirms that acupuncture, specifically electroacupuncture, and manual acupuncture, can effectively alleviate cognitive impairment caused by sleep deprivation. The benefits are observed through modulation of BDNF-TrkB signaling, reduction in oxidative stress, and regulation of apoptosis. Although the current evidence is derived from animal studies, it suggests potential applications in human clinical trials to explore the viability of acupuncture for treating cognitive impairment related to SD. SYSTEMATIC REVIEW REGISTRATION: CRD42024627285, https://www.crd.york.ac.uk/PROSPERO/."
#4469,Acupuncture for stroke rehabilitation,"BACKGROUND: Stroke is the second most common cause of death in the world and in China it has now become the main cause of death. It is also a main cause of adult disability and dependency. Acupuncture for stroke has been used in China for hundreds of years and is increasingly practiced in some Western countries. This is an update of the Cochrane review originally published in 2006 . OBJECTIVES: To determine the efficacy and safety of acupuncture therapy in people with subacute and chronic stroke. We intended to test the following hypotheses: 1) acupuncture can reduce the risk of death or dependency in people with subacute and chronic stroke at the end of treatment and at follow-up; 2) acupuncture can improve neurological deficit and quality of life after treatment and at the end of follow-up; 3) acupuncture can reduce the number of people requiring institutional care; and 4) acupuncture is not associated with any intolerable adverse effects. SEARCH METHODS: We searched the Cochrane Stroke Group Trials Register (June 2015), the Cochrane Central Register of Controlled Trials (CENTRAL; Cochrane Library 2015, Issue 7), MEDLINE (1966 to July 2015, Ovid), EMBASE (1980 to July 2015, Ovid), CINAHL (1982 to July 2015, EBSCO), and AMED (1985 to July 2015, Ovid). We also searched the following four Chinese medical databases: China Biological Medicine Database (July 2015); Chinese Science and Technique Journals Database (July 2015); China National Infrastructure (July 2015), and Wan Fang database (July 2015). SELECTION CRITERIA: Truly randomised unconfounded clinical trials among people with ischaemic or haemorrhagic stroke, in the subacute or chronic stage, comparing acupuncture involving needling with placebo acupuncture, sham acupuncture, or no acupuncture. DATA COLLECTION AND ANALYSIS: Two review authors independently selected trials for inclusion, assessed quality, extracted and cross-checked the data. MAIN RESULTS: We included 31 trials with a total of 2257 participants in the subacute or chronic stages of stroke. The methodological quality of most of the included trials was not high. The quality of evidence for the main outcomes was low or very low based on the assessment by the system of Grades of Recommendation, Assessment, Development and Evaluation (GRADE).Two trials compared real acupuncture plus baseline treatment with sham acupuncture plus baseline treatment. There was no evidence of differences in the changes of motor function and quality of life between real acupuncture and sham acupuncture for people with stroke in the convalescent stage.Twenty-nine trials compared acupuncture plus baseline treatment versus baseline treatment alone. Compared with no acupuncture, for people with stroke in the convalescent phase, acupuncture had beneficial effects on the improvement of dependency (activity of daily living) measured by Barthel Index (nine trials, 616 participants; mean difference (MD) 9.19, 95% confidence interval (CI) 4.34 to 14.05; GRADE very low), global neurological deficiency (seven trials, 543 participants; odds ratio (OR) 3.89, 95% CI 1.78 to 8.49; GRADE low), and specific neurological impairments including motor function measured by Fugl-Meyer Assessment (four trials, 245 participants; MD 6.16, 95% CI 4.20 to 8.11; GRADE low), cognitive function measured by the Mini-Mental State Examination (five trials, 278 participants; MD 2.54, 95% CI 0.03 to 5.05; GRADE very low), depression measured by the Hamilton Depression Scale (six trials, 552 participants; MD -2.58, 95% CI -3.28 to -1.87; GRADE very low), swallowing function measured by drinking test (two trials, 200 participants; MD -1.11, 95% CI -2.08 to -0.14; GRADE very low), and pain measured by the Visual Analogue Scale (two trials, 118 participants; MD -2.88, 95% CI -3.68 to -2.09; GRADE low). Sickness caused by acupuncture and intolerance of pain at acupoints were reported in a few participants with stroke in the acupuncture groups. No data on death, the proportion of people requiring institutional care or requiring extensive family support, and all-cause mortality were available in all included trials. AUTHORS' CONCLUSIONS: From the available evidence, acupuncture may have beneficial effects on improving dependency, global neurological deficiency, and some specific neurological impairments for people with stroke in the convalescent stage, with no obvious serious adverse events. However, most included trials were of inadequate quality and size. There is, therefore, inadequate evidence to draw any conclusions about its routine use. Rigorously designed, randomised, multi-centre, large sample trials of acupuncture for stroke are needed to further assess its effects."
#4576,Effects of electroacupuncture to the trigeminal nerve area on the autonomic nervous system and cerebral blood flow in the prefrontal cortex,"BACKGROUND: The autonomic nervous system and trigeminal nerve are involved in adjusting flow through diverging cerebral arteries in the prefrontal cortex. The purpose of this study was to examine the effect of 100 Hz electroacupuncture (EA) to the trigeminal nerve area on cerebral blood flow and autonomic nervous system function. METHOD: This was a randomised crossover study of 16 healthy volunteers who were assigned to an EA or control group. Stimulation (in the EA group) was performed five times, each after 1 min of rest. Needles were inserted at the inner edge of the eyebrows and 1 cm from the front hairline midpoint. We used high-frequency (HF) and low-frequency (LF) components of heart rate (HR) variability to assess autonomic nervous system function. HF and LF/HF ratio were taken as indicators of parasympathetic and sympathetic nervous system activity, respectively. We measured cerebral blood flow using a two-channel near-infrared spectroscope. RESULTS: In the EA group, HR significantly decreased (p=0.004) and HF significantly increased (p=0.006) relative to baseline. By contrast, there were no significant changes in HR or HF within the control group (p>0.05). Accordingly, HR tended to be lower (p=0.087) and HF greater (p=0.071) in the EA group versus the control group. There were no significant differences in LF/HF ratio within/between groups. Compared with the control group, cerebral blood flow was significantly greater in the left (p=0.048) and right (p=0.016) prefrontal cortex in the EA group. CONCLUSIONS: Delivery of 100 Hz EA to the trigeminal nerve area reduces HR and increases parasympathetic nervous activity and cerebral blood flow."
#4612,Systematic review and meta-analysis of cardiac neurosis for development of clinical practice guidelines of Korean medicine,"BACKGROUND: The development of clinical practice guidelines in traditional medicine requires evidence that sufficiently reflects the medical field. Cardiac neurosis is a disease that occurs because of problems in the autonomic nervous system and is characterized by symptoms of the circulatory system that are representative of autonomic dysfunction. In traditional medicine, the heart is considered to be involved in mental health problems, and cardiac neurosis is accompanied by a variety of mental symptoms. Furthermore, there is a categorized diagnosis for cardiac neurosis, and active empirical research is being conducted in China. OBJECTIVE: This study aimed to systematically review and quantitatively synthesize the effects of Korean medicine treatments in patients with cardiac neurosis to develop evidence-based clinical practice guidelines for the treatment of autonomic dysfunction. METHODS: Nine databases were searched for articles published before September 13, 2022. The methodological quality of the studies was assessed using the RoB tool. The primary outcomes were somatization, depression, anxiety, and effectiveness rate. The secondary outcome was the rate of adverse effects. RESULTS: Based on a systematic literature review, 151 randomized controlled trials were selected and analyzed. For patients with cardiac neurosis, herbal medicine, combined treatment of herbal medicine and Western medicine, combined treatment of herbal medicine and acupuncture, acupuncture, and combined treatment of acupuncture and Western medicine showed better overall effects than Western medicine alone. Furthermore, the combined treatment of herbal medicine and psychotherapy and that of herbal medicine, psychotherapy, and Western medicine showed an overall better effect than the combined treatment of Western medicine and psychotherapy. CONCLUSION: A meta-analysis of articles revealed the effectiveness of Korean medicine treatments and verified the effectiveness of a Korean medicine treatment alone, Korean medicine combined treatment, and combined treatment of Korean medicine and Western medicine on cardiac neurosis. Limitations included the inability to verify the cause of high heterogeneity between studies and the poor quality of the included studies. Nevertheless, this systematic review and meta-analysis of cardiac neurosis showed that the disease concept of traditional medicine can also be organized based on the latest research. Future research related to traditional diseases such as these should be conducted. SYSTEMATIC REVIEW REGISTRATION: https://www.crd.york.ac.uk/prospero/display_record.php?ID=CRD42022347992, identifier CRD42022347992."
#4650,The efficacy of acupuncture-based chinese medicine in chronic fatigue syndrome: A meta-analysis,"BACKGROUND: The efficacy of acupuncture therapy in treating chronic fatigue syndrome remains a matter of intense debate owing to contradictory findings. This article describes a systematic review and meta-analysis to study its effect on fatigue, functional mobility, and mental health. METHODS: A thorough search of PubMed, PEDro, CINAHL, SportDiscus, and Scopus was performed. The studies meeting the PICO criteria for the Population, Intervention, Comparison, and Outcome were independently screened, and the data were extracted. Standardized mean differences with 95% confidence intervals (CI) were calculated using fixed or random-effects models. Publication bias and study quality were assessed to ensure reliability. RESULTS: Acupuncture demonstrated potential benefits in improving near-term fatigue (RR = -1.21, 95% CI: -1.38 to -1.04), long-term fatigue (RR = -0.56, 95% CI: -0.70 to -0.42), somatic and mental health (RR = -0.30, 95% CI: -1.03 to 0.44), and reducing depression incidence (RR = -0.28, 95% CI: -2.11 to 1.56) in patients with CFS as an effective treatment modality. CONCLUSIONS: Acupuncture, especially when combined with rehabilitation, seems to improve fatigue and quality of life among patients with CFS. However, results should be considered carefully since some methodological weaknesses are worth mentioning, such as diversity between studies and the inclusion of lower-quality clinical trials. Future research should consider the importance of conducting large-scale, multicenter randomized controlled trials with standardized methodology to confirm these findings."
#4685,Evaluating the relationship between induced aniseikonia and distance stereopsis,"BACKGROUND: The impact of aniseikonia on stereopsis has been studied for decades, however, inconsistency which may be partly attributed to the method of inducing aniseikonia exists among these findings. This study aimed to induce overall and meridional aniseikonia using a three-dimensional (3D) computer and then evaluate the effect of induced aniseikonia on distance stereopsis using contour-based and random-dot-based patterns. METHODS: A 3D laptop was used to produce all of the test symbols. Unlike the usual method of creating aniseikonia with size lenses, which would change not only the size but also the relative position of the test symbols in the two images as seen by the two eyes, a new test system was designed to evaluate the aniseikonia, which only modified the size while maintaining the relative position of the test symbols. This new method reduced the disparities induced by location changing of the paired test targets when inducing aniseikonia. Aniseikonia was induced overall or in one of the meridians. The induced meridional aniseikonia included 180°, 30°, 45°, 60°, and 90°, respectively. The range of induced aniseikonia was 0-30% with an increment of 5%. RESULTS: Overall magnification affected stereopsis more than magnification in any one of the meridians. The stereoacuity differences between oblique meridians (30°, 45°, and 60°) were not significant until the aniseikonia increased up to 20%. The difference between 180°, 45°, and 90° was significant when the aniseikonia increased up to 10% in the contour-based test and over 20% in the random-dot-based test. The stereoacuity trend was improved gradually, coupled with the angle changing from 180º to 90º in the contour-based pattern, and deteriorated gradually in the random-dot-based pattern. CONCLUSIONS: Overall aniseikonia affected stereopsis more than meridional aniseikonia. The stereoacuity of the contour-based pattern was superior to that of the random-dot-based pattern in the 90° meridian, while the opposite result was obtained in the 180° meridian."
#4701,Effect of acupuncture on insomnia following stroke: study protocol for a randomized controlled trial,"BACKGROUND: The incidence, mortality, and prevalence of stroke are high in China. Stroke is commonly associated with insomnia; both insomnia and stroke have been effectively treated with acupuncture for a long time. The aim of this proposed trial is to assess the therapeutic effect of acupuncture on insomnia following stroke. METHODS: This proposed study is a single-center, single-blinded (patient-assessor-blinded), parallel-group randomized controlled trial. We will randomly assign 60 participants with insomnia following stroke into two groups in a 1:1 ratio. The intervention group will undergo traditional acupuncture that achieves the De-qi sensation, and the control group will receive sham acupuncture without needle insertion. The same acupoints (DU20, DU24, EX-HN3, EX-HN22, HT7, and SP6) will be used in both groups. Treatments will be given to all participants three times a week for the subsequent 4 weeks. The primary outcome will be the Pittsburgh Sleep Quality Index. The secondary outcomes will be: the Insomnia Severity Index; sleep efficacy, sleep awakenings, and total sleep time recorded via actigraphy; the National Institutes of Health Stroke Scale; the Stroke-Specific Quality of Life score; the Hospital Anxiety and Depression Scale. The use of estazolam will be permitted and regulated under certain conditions. Outcomes will be assessed at baseline, 2 weeks after treatment commencement, 4 weeks after treatment commencement, and at the 8-week follow-up. DISCUSSION: This proposed study will contribute to expanding knowledge about acupuncture treatment for insomnia following stroke. This will be a high-quality randomized controlled trial with strict methodology and few design deficits. It will investigate the effectiveness of acupuncture as an alternative treatment for insomnia following stroke. TRIAL REGISTRATION: Chinese Clinical Trial Registry identifier: ChiCTR-IIC-16008382 . Registered on 28 April 2016."
#4706,Evaluation of Auricular Acupressure on Myopia Prevention among Children Aged 6-12 Years with Pre-Myopia in China: Study Protocol of a Prospective Multi-Center Randomized Controlled Trial,"BACKGROUND: The increasing prevalence of myopia among Chinese children and adolescents, especially at younger ages, has emerged as a significant concern in recent years. Pre-myopia is a key period for myopia prevention and control in children and adolescents. Previous studies suggested auricular acupressure (AA) therapy might offer a viable approach to prevent and slow down myopia progression. Nonetheless, these studies lack robust, high-quality, large-scale, multi-center evidence to conclusively support such assertions. The purpose of this research is to evaluate the efficacy, safety, and economic benefits of AA therapy in preventing myopia in Chinese children aged 6-12 years with pre-myopia. METHODS: The single-blind, multi-center, parallel-group, randomized controlled trial will involve 318 pre-myopic children from 20 different centers across China. After recruitment, these participants will be randomly assigned to two groups (the AA group and the control group) at a 1:1 ratio. The AA group will receive auricular point sticking therapy along with health education for a period of 24 weeks, while the control group will be provided the sham AA treatment and routine health education. The assessments of outcomes will be conducted at the start of this study, and then after 4, 8, 12, and 24 weeks. The primary outcome is the change in spherical equivalent refraction at various follow-up times. The secondary outcomes include the number of myopia cases, uncorrected visual acuity, axial length, corneal curvature radius, accommodation amplitude, retinal and choroidal thickness, and eye behavior management. In addition, the cost-effectiveness analysis will be used as the evaluation index for economic assessment. DISCUSSION: The results of this research will provide evidence on the efficacy, safety, and economic benefits of AA therapy in preventing myopia among children aged 6-12 years with pre-myopia in China."
#4713,Different types of acupuncture and moxibustion therapy for neurogenic bladder after spinal cord injury: A systematic review and network meta-analysis study protocol,"BACKGROUND: The invasive surgical intervention for neurogenic bladder dysfunction (NBD) following spinal cord injury (SCI) involves permanently altering one's body system and carries many surgical related risks and medication side effects are often seen in long term usage of pharmaceutical medications. Therefore, acupuncture and moxibustion therapies have been recommended due to their efficacy, simplicity of operation, cost effectiveness and safety. This protocol is designed for systematic review and network meta-analysis, which will perform comparisons or rankings of efficacy among the currently available acupuncture and moxibustion techniques and provide evidence to guide the best practice in acupuncture and moxibustion treatments of NBD due to SCI. METHODS/DESIGN: The Cochrane Library, EMBASE, PubMed, Web of Science, CENTRAL, CNKI, The VIP Database, The Wanfang database, CDFD, CMFD will be searched from inception to November 1, 2019. All randomized controlled trials containing eligible interventions(s) and outcome(s) will be included. The quality of included trials will be assessed using the ""Risk of bias"" tool from the Cochrane Handbook (V.5.1.0). Data analysis will be conducted by using STATA software (Version 13.0). Continuous outcome will be indicated as mean difference (MD) or standard mean difference (SMD), and enumeration data will be presented with odds risk (OR) or relative risk (RR). RESULTS: This systematic review and network meta-analysis study aims to determine the most effective and safe approach in relieving urinary symptoms, and whether it produces better results in urodynamic examination. And a high-quality ranking of the therapeutic classes will be presented. The report will follow the PRISMA checklist for network meta-analysis. Results of the search strategy and the study selection will be presented in a PRISMA compliant flow chart. CONCLUSION: This study aims to propose a standard clinical decision-making guideline for acupuncture and moxibustion treatment of NBD after SCI."
#4715,Acupuncture-adjuvant therapies for treating perimenopausal depression: A network meta-analysis,"BACKGROUND: The issues related to the treatment of perimenopausal depression (PMD) are the side effects of antidepressants and hormone replacement therapy. The aim of this study was to assess the efficiency and safety of acupuncture and moxibustion in PMD patients. METHODS: Databases, namely PubMed, Cochrane Library, Web of Science, EMBASE, CNKI, CBM, VIP, and WanFang, were reviewed for related randomized controlled trials dated between database inception and November 22, 2022. The primary outcomes were the efficacy rate and the Hamilton Depression Scale score. The secondary outcomes were the levels of follicle-stimulating hormone, luteinizing hormone, and estradiol and the Kupperman score. Odds ratios (ORs) were generated as the effect size for dichotomous outcomes, while the standard mean difference (SMD) ± standard deviation was used for continuous outcomes. Matrices were developed to demonstrate pairwise comparisons of regimens related to each endpoint. Utilizing Review Manager (RevMan) 5.3, Stata 16.0 and SPSS 21, data were analyzed. RESULTS: In total, 27 studies involving 2269 PMD patients and 8 therapeutic measures were incorporated into the network meta-analysis (NMA). The NMA showed that warm acupuncture (OR = 1.55, 95% CI: 1.00-2.44), electroacupuncture (OR = 1.34, 95% CI: 1.00-1.8), abdominal acupuncture (OR = 1.19, 95% CI: 0.73-1.96), and common acupuncture (OR = 1.4, 95% CI: 0.9-2.17) were more effective than fluoxetine + menopausal hormone treatment in the treatment of PMD. The NMA also showed that, based on the Hamilton Depression Scale score, warm acupuncture was more effective than the other 4 acupuncture-related treatments, i.e., electroacupuncture (SMD = -1.22, 95% CI: -2.34 to -0.09), thread embedding (SMD = -1.31, 95% CI: -2.21 to -0.40), abdominal acupuncture (SMD = -1.33, 95% CI: -2.42 to -0.24), and common acupuncture (SMD = -1.46, 95% CI: -2.26 to -0.66). The cumulative ranking probability (SUCRA) showed that warm acupuncture (99.6%) was the best treatment method. CONCLUSIONS: The findings of this network meta-analysis may help patients and therapists choose the best acupuncture therapy for treating perimenopausal depression patients and furnish reliable evidence for guidelines."
#4721,Acupuncture of fascia points to relieve hand spasm after stroke: a study protocol for a multicenter randomized controlled trial,"BACKGROUND: The loss of functional ability of patients after stroke is mostly caused by dysfunction of the upper limbs, especially the hands. Hand functional exercise is the premise of alleviating hand dysfunction, and the relief of hand spasm is the basis of timely and effective hand functional exercise. Previous clinical observation have shown that fascial-point needling can effectively alleviate hand spasm immediately after stroke, but further evidence from large-sample studies is needed. The overall objective of this trial is to further evaluate the clinical efficacy of fascial-point acupuncture on hand spasm after stroke. METHODS/DESIGN: This multicenter randomized controlled trial will compare the efficacy of fascial-point acupuncture versus sham acupuncture and routine rehabilitation therapy in stroke patients with hand spasm. Patients will be randomized to undergo either the fascial-point acupuncture, the sham acupuncture or the control (routine rehabilitation therapy). We will recruit 210 stroke inpatients who meet the trial criteria and observe the remission of hand spasm and improvement of limb function after 4 weeks of intervention. The first evaluation indices are the remission of hand spasm and the duration of spasm remission. The second evaluation indices are the hand function of the affected limbs and the activities of daily living. When the accumulative total number of cases included reaches 120, a mid-term analysis will be conducted to determine any evidence that experimental intervention does have an advantage. DISCUSSION: Our aim is to evaluate the efficacy of fascial-point acupuncture in relieving hand spasm after stroke. The results should provide more evidence for the clinical application of this therapy in the future. TRIAL REGISTRATION: Chinese Clinical Trial Registry (ChiCTR), ID: ChiCTR1900022379. Registered on 9 April 2019."
#4723,Optimal acupuncture methods for lower limb motor dysfunction after stroke: a systematic review and network meta-analysis,"BACKGROUND: The lower limb motor dysfunction caused by stroke is one of the main sequelae affecting patients' ability to live normally in the later period. Acupuncture treatment of limb movement dysfunction after stroke has been recommended by authoritative guidelines for reducing limb spasticity, enhancing limb strength and so on. However, the efficacy of different acupuncture methods in treating lower limb motor dysfunction after stroke remains controversial. OBJECTIVE: In this paper, network meta-analysis (NMA) was used to prioritize various acupuncture intervention combinations commonly used in clinical practice, try to screen the acupuncture intervention scheme with the highest clinical efficacy and safety, and explore its rationality in guiding clinical practice. METHODS: We searched a total of 4,312 studies from 8 databases and 2 clinical trial registries, and selected 43 articles for systematic review. We used pairwise meta-analysis and network meta-analysis to evaluate the efficacy and ranking of various acupuncture interventions. At the same time, the risk of bias, publication bias, and sensitivity of included randomized controlled trials were analyzed. The main outcome indicator was Fugl-Meyer assessment of lower extremity (FMA-LE), and the secondary outcome indicators were Modified Barthel Index (MBI), Berg balance scale (BBS) and Modified Ashworth scale (MAS). RESULTS: A total of 4,134 patients in 43 studies were included. The intervention included 9 acupuncture-related treatments, of which 20.9% were classified as high-risk. Among the four outcome indicators in pairwise meta-analysis, the effect of body acupuncture combined with conventional rehabilitation has the highest comprehensive credibility in terms of efficacy and safety comparing with conventional rehabilitation [SMD = 1.14, 95%CI (0.81, 1.46)], [SMD = 1.35, 95%CI (0.97, 1.72)], [SMD = 1.22, 95%CI (0.39, 2.05)], [SMD = 1.21, 95%CI (0.74, 1.44)]. In addition, multiple intervention methods, for example, warm acupuncture plus rehabilitation treatment for MBI and electroacupuncture plus body acupuncture plus rehabilitation treatment for BBS, may increase certain additional effects on different outcome indicators. CONCLUSION: This study proves that body acupuncture combined with rehabilitation treatment is the most widely used intervention method with the highest evidence quality in the treatment of lower limb motor dysfunction after stroke. However, for some other acupuncture methods, large samples and high-quality clinical randomized controlled trials are still needed to be fully verified."
#4761,Therapeutic Effect of Catgut Implantation at Acupoint in a Mouse Model of Hepatocellular Carcinoma by Suppressing Immune Escape,"BACKGROUND: The occurrence and development of hepatocellular carcinoma (HCC) are closely related to immune function, as is the capacity of hepatoma cells to escape. Immunosurveillance is a key mechanism. Catgut implantation at acupoint (CIAA) is a promising acupuncture improvement method that can regulate immunity and has been widely used in the clinical treatment of a variety of diseases. The aim of this study is to observe the therapeutic effect of CIAA on HCC and to investigate the potential mechanism of immune escape. MATERIALS AND METHODS: A total of 40 mice were randomly divided into three groups: the HCC model group (n = 15), the CIAA treatment group (n = 15), and the control group (n = 10). HCC was chemically induced in 30 mice by the combination of DEN, carbon tetrachloride, and ethanol for 150 days. Among them, 15 were selected for CIAA treatment to ascertain the therapeutic effect. The mRNA expression levels of AFP, IL-10, PD-1, and CTLA-4 in three groups were examined by using RT-PCR. AFP and AKT expressions were measured by using western blotting. PD1, CTLA-4, IL-10, CD4+, and CD8+ protein expression levels were evaluated by using IHC. The mortality rate, body weight, and psychological conditions of three groups were also compared. RESULTS: The mRNA and protein expression levels of AFP, PD-1, CTLA-4, and IL-10 were significantly downregulated in the CIAA-treated mice in comparison with HCC mice. IHC assay shows that CD4+ and CD8+ expression levels were notably upregulated after CIAA treatment. Western blotting assay shows that AKT pathway was deactivated in CIAA-treated mice. CIAA notably reduced the mortality rate and inhibited weight loss caused by HCC and improved the overall psychological condition of the mice. CONCLUSIONS: Taken together, our data corroborate the effective potency of CIAA in the treatment of HCC by and inhibiting immune escape and deactivating the AKT pathway."
#4776,Acupuncture versus valproic acid in the prophylaxis of migraine without aura: a prospective controlled study,"BACKGROUND: The pharmacologic treatment of migraine still remains below the expectations. The aim of this study is to compare the effectiveness of traditional acupuncture and valproic acid in migraine prophylaxis. METHODS: A prospective, controlled study was performed in 100 patients affected by migraine without aura lasting for over one year. The patients were stratified for sex and randomly divided into two groups of 50 patients each. Patients belonging to Group A (acupuncture) were submitted to 20 sessions of acupuncture, while patients belonging to Group V valproate) were administered Valproic acid (Depakin Chrono®) at a dose of 600 mg/day; 10 mg Rizatriptan wafers were allowed as needed to treat the attacks. The Midas Index (MI) and pain intensity (PI, by VAS) were recorded before treatment (T0), at three (T1) and six (T2) months; a six-point scale Pain Relief score (PRS), the Rizatriptan intake and adverse events were recorded at T1 and T2. RESULTS: Eighty-two out of 100 patients completed the study (9 dropouts in each group). In both groups the MI improved at T1 and T2 (P<0.0001). Pain intensity was better at T1 in group V (P<0.0001), but PI and PRS (P=0.02) as well as rizatriptan intake (P=0.001) were better in group A at T2. The rate of adverse events was 47.8% in group V and 0% in group A. CONCLUSION: Our data show a lower pain intensity and lower Rizatriptan intake at six-months follow-up with no adverse events in acupuncture patients compared to those treated with valproic acid."
#4807,Assessment of the information needs and use of information resources on complementary and alternative medicine by Alberta family physicians,"BACKGROUND: The public's increasing use of complementary and alternative medicine (CAM) poses unique challenges for primary care physicians in knowledge and patient communication. The objective of our study was to assess Alberta family physicians' interest in CAM information and the type of information sources they currently use. METHODS: A cross-sectional survey was designed and mailed to a random sample of family physicians registered with the College of Physicians and Surgeons of Alberta. Main outcomes were physicians' self-reported knowledge of CAM, interest in CAM information and frequency of use of various medical information sources. RESULTS: Response rate was 34% (n = 346). Physicians indicated having limited knowledge of CAM, but were interested in evidence-based CAM information such as randomized controlled trials and systematic reviews on acupuncture, herbal medicine, massage, chiropractic treatment and meditation. Most respondents did not make use of reliable information sources that are available on the Internet. CONCLUSION: Education strategies are needed to help physicians access and use Internet sources of evidence-based CAM information more effectively."
#4875,Acupuncture in Pediatrics: A Scoping Review,"Background: The use of acupuncture for common pediatric conditions continues to grow in the United States. Six previous reviews have summarized the research; however, approximately 8 years have accumulated adding to this growing body of literature. Objectives: The aim of this article is to provide a scoping review of acupuncture research in pediatric conditions and a summary of the effectiveness of acupuncture in the pediatric population. Methods: A systematic search was performed to identify clinical trials and reviews published between August 2015 and October 2023. Trials and reviews were excluded if they were not: (1) acupuncture specific, (2) data limited to pediatric patients, and (3) published in English. The literature was assessed and synthesized into a scoping review and commentary. Results: Seventy-one publications were identified (42 clinical trials and 29 reviews) that represented 17 conditions and 10 countries; the top 2 were China and the United States. The top five areas of new research (based on numbers of clinical trials) are pain, cerebral palsy (CP), attention-deficit hyperactivity disorder, autism spectrum disorder, and nausea and vomiting. Conclusions: Clinical trials in pediatric acupuncture represent a small but important subset of acupuncture literature. Data are positive for postoperative nausea and vomiting and promising for CP, nocturnal enuresis, perioperative pain, procedural pain, and tic disorders. Several factors preclude additional firm conclusions from being drawn, including a limited number of trials, small sample size (n < 100) of the majority of randomized controlled trials (78.6%), and heterogeneity of treatment approaches. Continued research on the use of acupuncture for pediatric conditions is warranted, particularly in conditions demonstrating recent promising evidence."
